Id	Form	Lemma	UPosTag	XPosTag	Feats	Head	DepRel	Deps	Misc
460	обсуждая	обсуждать	VERB	_	Aspect=Imp|Tense=Pres|VerbForm=Conv|Voice=Act	_	_	_	words-aal#@aal1975m#51.664#51.908
461	это	это	PRON	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	_	_	words-aal#@aal1975m#51.939#52.285
462	значит	значить	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	words-aal#@aal1975m#52.285#52.631
463	что	что	SCONJ	_	_	_	_	_	words-aal#@aal1975m#52.631#52.977
464	у	у	ADP	_	_	_	_	_	words-aal#@aal1975m#52.977#53.323
465	меня	я	PRON	_	Case=Gen|Number=Sing|Person=1	_	_	_	words-aal#@aal1975m#53.323#53.669
466	есть	быть	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	words-aal#@aal1975m#53.669#54.015
467	возможность	возможность	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	_	_	_	words-aal#@aal1975m#54.015#54.361
468	/	/	PUNCT	_	_	_	_	_	words-aal#@aal1975m#54.361#54.707
469	развить	развивать	VERB	_	Aspect=Perf|VerbForm=Inf|Voice=Act	_	_	_	words-aal#@aal1975m#54.707#55.053
470	/	/	PUNCT	_	_	_	_	_	words-aal#@aal1975m#55.053#55.399
471	своих	свой	DET	_	Case=Gen|Number=Plur	_	_	_	words-aal#@aal1975m#55.399#55.745
472	коллег	коллега	NOUN	_	Animacy=Anim|Case=Gen|Gender=Masc|Number=Plur	_	_	_	words-aal#@aal1975m#55.745#56.091
473	/	/	PUNCT	_	_	_	_	_	words-aal#@aal1975m#56.091#56.437
474	помочь	помочь	VERB	_	Aspect=Perf|VerbForm=Inf|Voice=Act	_	_	_	words-aal#@aal1975m#56.437#56.783
475	дизайнерам	дизайнер	NOUN	_	Animacy=Anim|Case=Dat|Gender=Masc|Number=Plur	_	_	_	words-aal#@aal1975m#56.783#57.129
476	которые	который	PRON	_	Case=Acc	_	_	_	words-aal#@aal1975m#57.129#57.475
477	работают	работать	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	words-aal#@aal1975m#57.475#57.821
478	в	в	ADP	_	_	_	_	_	words-aal#@aal1975m#57.821#58.167
479	студии	студия	NOUN	_	Animacy=Inan|Case=Loc|Gender=Fem|Number=Sing	_	_	_	words-aal#@aal1975m#58.167#58.513
480	/	/	PUNCT	_	_	_	_	_	words-aal#@aal1975m#58.513#58.859
481	поучаствовать	поучаствовать	VERB	_	Aspect=Perf|VerbForm=Inf|Voice=Act	_	_	_	words-aal#@aal1975m#58.859#59.205
482	максимально	максимально	ADV	_	Degree=Pos	_	_	_	words-aal#@aal1975m#59.205#59.551
483	/	/	PUNCT	_	_	_	_	_	words-aal#@aal1975m#59.551#59.897
484	у	у	ADP	_	_	_	_	_	words-aal#@aal1975m#59.897#60.243
485	них	они	PRON	_	Case=Gen|Number=Plur|Person=3	_	_	_	words-aal#@aal1975m#60.243#60.589
486	это	это	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	words-aal#@aal1975m#60.589#60.935
487	максимально	максимально	ADV	_	Degree=Pos	_	_	_	words-aal#@aal1975m#60.935#61.281
488	настоящий	настоящий	ADJ	_	Case=Nom|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	words-aal#@aal1975m#61.281#61.627
489	заказ	заказ	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing	_	_	_	words-aal#@aal1975m#61.627#61.973
490	и	и	CCONJ	_	_	_	_	_	words-aal#@aal1975m#61.973#62.319
491	максимальная	максимальный	ADJ	_	Case=Nom|Degree=Pos|Gender=Fem|Number=Sing	_	_	_	words-aal#@aal1975m#62.319#62.665
492	творческая	творческий	ADJ	_	Case=Nom|Degree=Pos|Gender=Fem|Number=Sing	_	_	_	words-aal#@aal1975m#62.665#63.011
493	свобода	свобода	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	_	_	_	words-aal#@aal1975m#63.011#63.357
494	/	/	PUNCT	_	_	_	_	_	words-aal#@aal1975m#63.357#63.703
495	вы	вы	PRON	_	Case=Nom|Number=Plur|Person=2	_	_	_	words-aal#@aal1975m#63.703#64.049
496	можете	мочь	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	words-aal#@aal1975m#64.049#64.395
497	сделать	делать	VERB	_	Aspect=Perf|VerbForm=Inf|Voice=Act	_	_	_	words-aal#@aal1975m#64.395#64.741
498	все	все	PRON	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	_	_	words-aal#@aal1975m#64.741#65.093
499	все	весь	DET	_	Case=Acc|Gender=Neut|Number=Sing	_	_	_	words-aal#@aal1975m#65.107#65.333
500	что	что	PRON	_	Case=Acc	_	_	_	words-aal#@aal1975m#65.333#65.559
501	вы	вы	PRON	_	Case=Nom|Number=Plur|Person=2	_	_	_	words-aal#@aal1975m#65.559#65.785
502	о	о	ADP	_	_	_	_	_	words-aal#@aal1975m#65.785#66.011
503	чем	что	PRON	_	Case=Loc	_	_	_	words-aal#@aal1975m#66.011#66.237
504	вы	вы	PRON	_	Case=Nom|Number=Plur|Person=2	_	_	_	words-aal#@aal1975m#66.237#66.463
505	всю	весь	DET	_	Case=Acc|Gender=Fem|Number=Sing	_	_	_	words-aal#@aal1975m#66.463#66.689
506	жизнь	жизнь	NOUN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing	_	_	_	words-aal#@aal1975m#66.689#66.915
507	мечтали	мечтать	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	words-aal#@aal1975m#66.915#67.141
508	и	и	CCONJ	_	_	_	_	_	words-aal#@aal1975m#67.141#67.367
509	вам	вы	PRON	_	Case=Dat|Number=Plur|Person=2	_	_	_	words-aal#@aal1975m#67.367#67.593
510	никто	никто	PRON	_	Case=Nom	_	_	_	words-aal#@aal1975m#67.593#67.819
511	за	за	ADP	_	_	_	_	_	words-aal#@aal1975m#67.819#68.045
512	это	этот	PRON	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	_	_	words-aal#@aal1975m#68.045#68.271
513	слова	слово	NOUN	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Plur	_	_	_	words-aal#@aal1975m#68.271#68.497
514	не	не	PART	_	_	_	_	_	words-aal#@aal1975m#68.497#68.723
515	скажет	сказать	VERB	_	Aspect=Perf|Mood=Ind|Number=Sing|Person=3|Tense=Fut|VerbForm=Fin|Voice=Act	_	_	_	words-aal#@aal1975m#68.723#68.949
516	у	у	ADP	_	_	_	_	_	words-aal#@aal1975m#68.949#69.175
517	заказчика	заказчик	NOUN	_	Animacy=Anim|Case=Gen|Gender=Masc|Number=Sing	_	_	_	words-aal#@aal1975m#69.175#69.401
518	нет	нет	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	words-aal#@aal1975m#69.401#69.627
519	мнения	мнение	NOUN	_	Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing	_	_	_	words-aal#@aal1975m#69.627#69.853
520	потому	потому	ADV	_	Degree=Pos	_	_	_	words-aal#@aal1975m#69.853#70.079
521	что	что	SCONJ	_	_	_	_	_	words-aal#@aal1975m#70.079#70.305
522	#цыкает#	#цыкает#	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	_	_	_	words-aal#@aal1975m#70.305#70.531
523	/	/	PUNCT	_	_	_	_	_	words-aal#@aal1975m#70.531#70.757
524	все	весь	PART	_	_	_	_	_	words-aal#@aal1975m#70.757#70.983
525	оно	оно	PRON	_	Case=Nom|Gender=Neut|Number=Sing|Person=3	_	_	_	words-aal#@aal1975m#70.983#71.209
526	его	он	PRON	_	Case=Acc|Gender=Masc|Number=Sing|Person=3	_	_	_	words-aal#@aal1975m#71.209#71.435
527	не	не	PART	_	_	_	_	_	words-aal#@aal1975m#71.435#71.661
528	слышно	слышно	ADV	_	Degree=Pos	_	_	_	words-aal#@aal1975m#71.661#71.887
529	/	/	PUNCT	_	_	_	_	_	words-aal#@aal1975m#71.887#72.113
530	он	он	PRON	_	Case=Nom|Gender=Masc|Number=Sing|Person=3	_	_	_	words-aal#@aal1975m#72.113#72.339
531	рыба	рыба	NOUN	_	Animacy=Anim|Case=Nom|Gender=Fem|Number=Sing	_	_	_	words-aal#@aal1975m#72.339#72.565
532	в	в	ADP	_	_	_	_	_	words-aal#@aal1975m#72.565#72.791
533	аквариуме	аквариум	NOUN	_	Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing	_	_	_	words-aal#@aal1975m#72.791#73.042
534	и	и	CCONJ	_	_	_	_	_	words-aal#@aal1975m#73.092#73.592
535	это	это	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	words-aal#@aal1975m#73.592#74.092
536	охуенно	охуенно	ADV	_	Degree=Pos	_	_	_	words-aal#@aal1975m#74.092#74.592
537	сработало	сработать	VERB	_	Aspect=Perf|Gender=Neut|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	words-aal#@aal1975m#74.592#75.092
538	ну	ну	PART	_	_	_	_	_	words-aal#@aal1975m#77.985#78.191
539	да	да	CCONJ	_	_	_	_	_	words-aal#@aal1975m#78.364#78.807
540	ааа	аа	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	_	_	_	words-aal#@aal1975m#80.043#80.568
541	/	/	PUNCT	_	_	_	_	_	words-aal#@aal1975m#80.568#81.093
542	два	два	NUM	_	Case=Nom|Gender=Neut	_	_	_	words-aal#@aal1975m#81.093#81.618
543	слова	слово	NOUN	_	Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing	_	_	_	words-aal#@aal1975m#81.618#82.143
544	/	/	PUNCT	_	_	_	_	_	words-aal#@aal1975m#82.143#82.668
545	уникальная	уникальный	ADJ	_	Case=Nom|Degree=Pos|Gender=Fem|Number=Sing	_	_	_	words-aal#@aal1975m#82.668#83.193
546	иде...идентификация	иде...идентификация	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	_	_	_	words-aal#@aal1975m#83.193#83.722
547	это	этот	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	words-aal#@aal1975m#86.56#86.75
548	чот	чот	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	words-aal#@aal1975m#86.75#86.94
549	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	words-aal#@aal1975m#86.94#87.13
550	никогда	никогда	ADV	_	Degree=Pos	_	_	_	words-aal#@aal1975m#87.13#87.32
551	такого	такой	DET	_	Case=Gen|Gender=Neut|Number=Sing	_	_	_	words-aal#@aal1975m#87.32#87.51
552	не	не	PART	_	_	_	_	_	words-aal#@aal1975m#87.51#87.7
553	говорил	говорить	VERB	_	Aspect=Imp|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	words-aal#@aal1975m#87.7#87.89
554	/	/	PUNCT	_	_	_	_	_	words-aal#@aal1975m#87.89#88.08
555	это	это	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	words-aal#@aal1975m#88.08#88.27
556	чушь	чушь	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	words-aal#@aal1975m#88.27#88.46
557	собачья	собачье	NOUN	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Plur	_	_	_	words-aal#@aal1975m#88.46#88.654
558	есть	быть	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	words-aal#@aal1975m#90.009#90.159
559	/	/	PUNCT	_	_	_	_	_	words-aal#@aal1975m#90.159#90.309
560	почему	почему	ADV	_	Degree=Pos	_	_	_	words-aal#@aal1975m#90.309#90.46
561	есть	быть	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	words-aal#@aal1975m#90.504#90.808
562	такое	такой	DET	_	Case=Nom|Gender=Neut|Number=Sing	_	_	_	words-aal#@aal1975m#90.808#91.112
563	школьное	школьный	ADJ	_	Case=Nom|Degree=Pos|Gender=Neut|Number=Sing	_	_	_	words-aal#@aal1975m#91.112#91.416
564	мнение	мнение	NOUN	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	words-aal#@aal1975m#91.416#91.72
565	что	что	SCONJ	_	_	_	_	_	words-aal#@aal1975m#91.72#92.024
566	типа	тип	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	_	_	_	words-aal#@aal1975m#92.024#92.328
567	логотип	логотип	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	words-aal#@aal1975m#92.328#92.632
568	нужно	нужный	ADJ	_	Degree=Pos|Gender=Neut|Number=Sing|Variant=Short	_	_	_	words-aal#@aal1975m#92.632#92.936
569	/	/	PUNCT	_	_	_	_	_	words-aal#@aal1975m#92.936#93.24
570	уметь	уметь	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Act	_	_	_	words-aal#@aal1975m#93.24#93.544
571	нарисовать	нарисовать	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Act	_	_	_	words-aal#@aal1975m#93.544#93.848
572	от	от	ADP	_	_	_	_	_	words-aal#@aal1975m#93.848#94.152
573	руки	рука	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	_	_	_	words-aal#@aal1975m#94.152#94.456
574	/	/	PUNCT	_	_	_	_	_	words-aal#@aal1975m#94.456#94.76
575	типа	тип	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	_	_	_	words-aal#@aal1975m#94.76#95.064
576	как	как	SCONJ	_	_	_	_	_	words-aal#@aal1975m#95.064#95.368
577	знак	знак	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	words-aal#@aal1975m#95.368#95.672
578	пацифика	пацифик	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	_	_	_	words-aal#@aal1975m#95.672#95.976
579	вообще	вообще	ADV	_	Degree=Pos	_	_	_	words-aal#@aal1975m#95.976#96.28
580	нет	нет	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	words-aal#@aal1975m#96.28#96.584
581	нарисуй	нарисуе	ADV	_	Degree=Pos	_	_	_	words-aal#@aal1975m#96.584#96.888
582	от	от	ADP	_	_	_	_	_	words-aal#@aal1975m#96.888#97.192
583	руки	рука	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	_	_	_	words-aal#@aal1975m#97.192#97.496
584	/	/	PUNCT	_	_	_	_	_	words-aal#@aal1975m#97.496#97.8
585	логотип	логотип	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing	_	_	_	words-aal#@aal1975m#97.8#98.104
586	кока-колы	кока-кола	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	_	_	_	words-aal#@aal1975m#98.104#98.414
587	нарисуй	нарисовать	ADV	_	Degree=Pos	_	_	_	words-aal#@aal1975m#98.468#98.855
588	этот	этот	DET	_	Case=Nom|Gender=Masc|Number=Sing	_	_	_	words-aal#@aal1975m#98.855#99.242
589	ааа	аа	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	_	_	_	words-aal#@aal1975m#99.242#99.63
590	там	там	ADV	_	Degree=Pos	_	_	_	words-aal#@aal1975m#100.19#100.564
591	нестле	нестел	NOUN	_	Animacy=Anim|Case=Loc|Gender=Masc|Number=Sing	_	_	_	words-aal#@aal1975m#100.564#100.938
592	/	/	PUNCT	_	_	_	_	_	words-aal#@aal1975m#100.938#101.312
593	или	или	CCONJ	_	_	_	_	_	words-aal#@aal1975m#101.312#101.686
594	данона	данон	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	_	_	_	words-aal#@aal1975m#101.686#102.06
595	/	/	PUNCT	_	_	_	_	_	words-aal#@aal1975m#102.06#102.434
596	тоесть	тоесть	NOUN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing	_	_	_	words-aal#@aal1975m#102.434#102.808
597	это	это	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	words-aal#@aal1975m#102.808#103.182
598	вообще	вообще	ADV	_	Degree=Pos	_	_	_	words-aal#@aal1975m#103.182#103.556
599	неважно	неважный	ADJ	_	Degree=Pos|Gender=Neut|Number=Sing|Variant=Short	_	_	_	words-aal#@aal1975m#103.556#103.93
600	/	/	PUNCT	_	_	_	_	_	words-aal#@aal1975m#103.93#104.304
601	поэтому	поэтому	ADV	_	Degree=Pos	_	_	_	words-aal#@aal1975m#104.304#104.678
602	/	/	PUNCT	_	_	_	_	_	words-aal#@aal1975m#104.678#105.052
603	когда	когда	SCONJ	_	_	_	_	_	words-aal#@aal1975m#105.052#105.426
604	/	/	PUNCT	_	_	_	_	_	words-aal#@aal1975m#105.426#105.8
605	рисуются	рисовать	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Pass	_	_	_	words-aal#@aal1975m#105.8#106.174
606	логотипы	логотип	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Plur	_	_	_	words-aal#@aal1975m#106.174#106.548
607	новые	новый	ADJ	_	Case=Nom|Degree=Pos|Number=Plur	_	_	_	words-aal#@aal1975m#106.548#106.922
608	и	и	CCONJ	_	_	_	_	_	words-aal#@aal1975m#106.922#107.296
609	смелые	смелый	ADJ	_	Case=Nom|Degree=Pos|Number=Plur	_	_	_	words-aal#@aal1975m#107.296#107.67
610	/	/	PUNCT	_	_	_	_	_	words-aal#@aal1975m#107.67#108.044
611	которые	который	PRON	_	Case=Acc	_	_	_	words-aal#@aal1975m#108.044#108.418
612	мы	мы	PRON	_	Case=Nom|Number=Plur|Person=1	_	_	_	words-aal#@aal1975m#108.418#108.792
613	можем	мочь	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	words-aal#@aal1975m#108.792#109.166
614	позволить	позволить	VERB	_	Aspect=Perf|VerbForm=Inf|Voice=Act	_	_	_	words-aal#@aal1975m#109.166#109.54
615	себе	себя	PRON	_	Case=Dat	_	_	_	words-aal#@aal1975m#109.54#109.914
616	/	/	PUNCT	_	_	_	_	_	words-aal#@aal1975m#109.914#110.288
617	внутри	внутри	ADV	_	Degree=Pos	_	_	_	words-aal#@aal1975m#110.288#110.662
618	студии	студия	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	_	_	_	words-aal#@aal1975m#110.662#111.036
619	развить	развивать	VERB	_	Aspect=Perf|VerbForm=Inf|Voice=Act	_	_	_	words-aal#@aal1975m#111.036#111.41
620	/	/	PUNCT	_	_	_	_	_	words-aal#@aal1975m#111.41#111.784
621	потому	потому	ADV	_	Degree=Pos	_	_	_	words-aal#@aal1975m#111.784#112.158
622	что	что	SCONJ	_	_	_	_	_	words-aal#@aal1975m#112.158#112.532
623	у	у	ADP	_	_	_	_	_	words-aal#@aal1975m#112.532#112.906
624	нас	мы	PRON	_	Case=Gen|Number=Plur|Person=1	_	_	_	words-aal#@aal1975m#112.906#113.28
625	нет	нет	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	words-aal#@aal1975m#113.28#113.654
626	ограничений	ограничение	NOUN	_	Animacy=Inan|Case=Gen|Gender=Neut|Number=Plur	_	_	_	words-aal#@aal1975m#113.654#114.028
627	в	в	ADP	_	_	_	_	_	words-aal#@aal1975m#114.028#114.402
628	виде	вид	NOUN	_	Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing	_	_	_	words-aal#@aal1975m#114.402#114.776
629	мнения	мнение	NOUN	_	Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing	_	_	_	words-aal#@aal1975m#114.776#115.15
630	заказчика	заказчик	NOUN	_	Animacy=Anim|Case=Gen|Gender=Masc|Number=Sing	_	_	_	words-aal#@aal1975m#115.15#115.54
631	тут-то	тут-то	ADV	_	Degree=Pos	_	_	_	words-aal#@aal1975m#115.709#115.984
632	мы	мы	PRON	_	Case=Nom|Number=Plur|Person=1	_	_	_	words-aal#@aal1975m#115.984#116.259
633	исследуем	исследовать	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	words-aal#@aal1975m#116.259#116.534
634	границы	граница	NOUN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Plur	_	_	_	words-aal#@aal1975m#116.534#116.809
635	дизайна	дизайн	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	_	_	_	words-aal#@aal1975m#116.809#117.084
636	/	/	PUNCT	_	_	_	_	_	words-aal#@aal1975m#117.084#117.359
637	мы	мы	PRON	_	Case=Nom|Number=Plur|Person=1	_	_	_	words-aal#@aal1975m#117.359#117.634
638	это	это	PRON	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	_	_	words-aal#@aal1975m#117.634#117.909
639	делаем	делать	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	words-aal#@aal1975m#117.909#118.184
640	в	в	ADP	_	_	_	_	_	words-aal#@aal1975m#118.184#118.459
641	реальном	реальный	ADJ	_	Case=Loc|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	words-aal#@aal1975m#118.459#118.734
642	мире	мир	NOUN	_	Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing	_	_	_	words-aal#@aal1975m#118.734#119.009
643	/	/	PUNCT	_	_	_	_	_	words-aal#@aal1975m#119.009#119.284
644	за	за	ADP	_	_	_	_	_	words-aal#@aal1975m#119.284#119.559
645	деньги	деньги	NOUN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Plur	_	_	_	words-aal#@aal1975m#119.559#119.834
646	/	/	PUNCT	_	_	_	_	_	words-aal#@aal1975m#119.834#120.109
647	и	и	CCONJ	_	_	_	_	_	words-aal#@aal1975m#120.109#120.384
648	развиваем	развивать	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	words-aal#@aal1975m#120.384#120.659
649	дизайнеров	дизайнер	NOUN	_	Animacy=Anim|Case=Acc|Gender=Masc|Number=Plur	_	_	_	words-aal#@aal1975m#120.659#120.934
650	/	/	PUNCT	_	_	_	_	_	words-aal#@aal1975m#120.934#121.209
651	а	а	CCONJ	_	_	_	_	_	words-aal#@aal1975m#121.209#121.484
652	другие	другой	ADJ	_	Case=Nom|Degree=Pos|Number=Plur	_	_	_	words-aal#@aal1975m#121.484#121.759
653	ребята	ребята	NOUN	_	Animacy=Anim|Case=Nom|Gender=Neut|Number=Plur	_	_	_	words-aal#@aal1975m#121.759#122.034
654	так	так	ADV	_	Degree=Pos	_	_	_	words-aal#@aal1975m#122.034#122.309
655	делать	делать	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Act	_	_	_	words-aal#@aal1975m#122.309#122.584
656	не	не	PART	_	_	_	_	_	words-aal#@aal1975m#122.584#122.859
657	могут	мочь	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	words-aal#@aal1975m#122.859#123.134
658	/	/	PUNCT	_	_	_	_	_	words-aal#@aal1975m#123.134#123.409
659	потому	потому	ADV	_	Degree=Pos	_	_	_	words-aal#@aal1975m#123.409#123.684
660	что	что	SCONJ	_	_	_	_	_	words-aal#@aal1975m#123.684#123.959
661	если	если	SCONJ	_	_	_	_	_	words-aal#@aal1975m#123.959#124.234
662	ты	ты	PRON	_	Case=Nom|Number=Sing|Person=2	_	_	_	words-aal#@aal1975m#124.234#124.509
663	вдруг	вдруг	ADV	_	Degree=Pos	_	_	_	words-aal#@aal1975m#124.509#124.784
664	решишь	решить	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	words-aal#@aal1975m#124.784#125.059
665	рисовать	рисовать	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Act	_	_	_	words-aal#@aal1975m#125.059#125.334
666	экспериментальный	экспериментальный	ADJ	_	Animacy=Inan|Case=Acc|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	words-aal#@aal1975m#125.334#125.609
667	дизайн	дизайн	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	words-aal#@aal1975m#125.609#125.884
668	/	/	PUNCT	_	_	_	_	_	words-aal#@aal1975m#125.884#126.159
669	развивать	развивать	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Act	_	_	_	words-aal#@aal1975m#126.159#126.434
670	свои	свой	DET	_	Case=Acc|Number=Plur	_	_	_	words-aal#@aal1975m#126.434#126.709
671	возможности	возможность	NOUN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Plur	_	_	_	words-aal#@aal1975m#126.709#126.984
672	/	/	PUNCT	_	_	_	_	_	words-aal#@aal1975m#126.984#127.259
673	выяснится	выясниться	VERB	_	Aspect=Perf|Mood=Ind|Number=Sing|Person=3|Tense=Fut|VerbForm=Fin|Voice=Mid	_	_	_	words-aal#@aal1975m#127.259#127.534
674	что	что	PRON	_	Case=Acc	_	_	_	words-aal#@aal1975m#127.534#127.809
675	ты	ты	PRON	_	Case=Nom|Number=Sing|Person=2	_	_	_	words-aal#@aal1975m#127.809#128.084
676	его	он	PRON	_	Case=Acc|Gender=Masc|Number=Sing|Person=3	_	_	_	words-aal#@aal1975m#128.084#128.359
677	только	только	PART	_	_	_	_	_	words-aal#@aal1975m#128.359#128.634
678	/	/	PUNCT	_	_	_	_	_	words-aal#@aal1975m#128.634#128.909
679	в	в	ADP	_	_	_	_	_	words-aal#@aal1975m#128.909#129.184
680	жопу	жоп	NOUN	_	Animacy=Inan|Case=Dat|Gender=Masc|Number=Sing	_	_	_	words-aal#@aal1975m#129.184#129.459
681	себе	себя	PRON	_	Case=Dat	_	_	_	words-aal#@aal1975m#129.459#129.734
682	можешь	мочь	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	words-aal#@aal1975m#129.734#130.009
683	засунуть	засунуть	VERB	_	Aspect=Perf|VerbForm=Inf|Voice=Act	_	_	_	words-aal#@aal1975m#130.009#130.284
684	/	/	PUNCT	_	_	_	_	_	words-aal#@aal1975m#130.284#130.559
685	его	он	PRON	_	Case=Acc|Gender=Masc|Number=Sing|Person=3	_	_	_	words-aal#@aal1975m#130.559#130.834
686	никто	никто	PRON	_	Case=Nom	_	_	_	words-aal#@aal1975m#130.834#131.109
687	не	не	PART	_	_	_	_	_	words-aal#@aal1975m#131.109#131.384
